"Preis";"Kerne";"Takt_Prozessor";"Arbeitsspeicher";"Bild_Display";"Speicher_Grafik";"extern_Schnittstellen";"HDD";"SSD";"Akku_Kapazitaet";"PPI_Display";"Pixelshader";"Typ_Arbeitsspeicher_DDR_4";"Laufwerk_VORHANDEN";"Lautsprecher_UEBERDURCHSCHN";"Tastatur_Beleuchtung_vorhanden";"Fingerabdrucksensor_vorhanden";"Touchscreen_vorhanden";"Mobilfunk_vorhanden";"NFC_vorhanden";"Akku_Typ_ION";"Marke_HP";"Marke_ASUS";"Marke_Acer";"Marke_Apple";"Marke_Dell";"Marke_Lenovo";"Betriebssystem_Windows";"Betriebssystem_Mac";"Betriebssystem_DOS";"Betriebssystem_LINUX";"Betriebssystem_OHNE";"Mikrofon_Sound_vorhanden"
849;4;1800;8;15,6;2048;6;1000;256;45;141;384;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
929;4;1800;8;17,3;4096;7;1000;256;48;127;384;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
999;4;1800;8;13,3;4096;4;0;512;53,2;165;384;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
889;4;1600;8;15,6;0;8;0;256;48;141;24;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
799;4;1800;8;17,3;2048;6;0;256;41;127;384;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
879;4;1600;8;14;0;6;0;256;48;157;24;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2549;4;3100;16;15,6;4096;4;0;1000;75;282;1280;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
739;4;1800;8;15,6;2048;6;0;512;41;141;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1449;4;1800;8;13,3;0;5;0;512;51;165;24;1;0;0;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
349;2;2300;8;15,6;2048;6;0;256;41;141;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1
1999;4;1800;16;15,6;2048;6;0;512;50;141;512;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
1249;4;1800;16;15,6;0;8;0;512;48;141;24;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1149;4;1800;16;14;2048;6;0;512;48;157;384;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1729;4;1800;16;13,3;0;6;0;512;48;165;24;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
649;4;2300;8;17,3;0;6;256;0;36;106;640;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
849;4;1800;8;14;0;5;0;256;42;157;24;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1749;4;1800;8;14;0;6;0;256;50;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
899;4;1800;8;14;4096;6;1000;128;41;157;384;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
2149;4;1600;16;14;0;6;0;512;56;157;24;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
719;4;1800;8;15,6;0;8;1000;0;56;141;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
969;4;1800;16;17,3;2048;6;0;512;36;127;256;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2279;4;1800;16;14;0;6;0;512;56;157;24;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
919;4;1600;8;13,3;0;4;0;256;38;165;24;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1199;4;1600;8;15,6;0;7;0;256;50;141;24;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1499;4;1800;16;13,3;0;4;0;512;61;165;24;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
649;4;2300;16;15,6;0;6;0;256;41;141;640;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
3379;6;2900;32;15,6;4096;8;0;512;90;282;768;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
1329;4;1800;16;14;2048;6;1000;256;52;157;384;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
2579;4;1800;16;13,3;0;5;0;1000;56,2;165;24;0;0;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2629;4;1800;16;14;0;6;0;1000;56;157;24;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2649;6;2900;16;15,6;4096;8;0;512;90;141;768;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
2229;6;2900;16;15,6;4096;8;0;512;90;141;512;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1899;4;1600;8;14;0;6;0;256;56;157;24;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1099;4;1800;16;14;2048;7;0;512;48;157;384;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1349;4;1600;8;14;0;7;0;256;50;157;24;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2079;4;2600;16;15,6;4096;8;0;256;90;141;512;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1599;4;1400;8;13,3;0;3;0;256;58,2;226;48;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1929;6;2200;8;15,6;4096;8;0;256;90;141;512;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1799;2;2500;8;13,3;0;4;0;256;57;165;24;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2129;4;1700;8;13,3;0;5;0;256;56,2;165;24;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2779;6;2600;16;15,6;4096;8;0;512;90;141;768;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
2229;6;2200;8;15,6;4096;8;0;512;90;141;512;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1829;4;1600;8;13,3;0;5;0;256;56,2;165;24;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2579;6;2600;16;15,6;4096;8;0;512;90;141;768;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1179;4;1800;16;14;0;7;0;512;45;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
749;4;1800;8;14;4096;6;1000;128;41;157;384;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
749;4;1800;8;15,6;4096;6;0;512;30;141;384;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
749;4;1800;8;15,6;0;6;0;256;41;141;24;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1299;6;2200;8;17,3;6144;5;0;512;64;127;1280;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
899;4;1600;8;14;4096;6;0;256;57;157;384;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
777;4;1800;8;13,3;0;5;0;512;45;165;24;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1429;4;1800;16;13,9;0;3;0;512;50;158;24;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
579;4;1600;8;14;2048;6;0;256;42;157;384;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1699;6;2600;16;17,3;6144;8;1000;512;90;127;1920;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
749;2;2200;8;14;0;6;0;256;48;157;24;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1199;6;2600;16;17,3;6144;7;1000;512;52,5;127;1536;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
799;4;1600;8;14;0;6;0;256;48;157;24;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
379;2;2500;8;15,6;0;6;0;256;41;141;192;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1
1699;4;1800;16;15,6;4096;5;0;512;84;282;384;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
879;4;1600;8;14;2048;5;0;512;45;157;256;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1149;2;1600;8;13,3;0;2;0;128;49,9;226;24;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1249;4;2400;16;15,6;6144;6;1000;256;57;141;1536;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1399;6;2600;8;15,6;6144;7;1000;128;90;141;1920;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
1699;4;1800;16;15,6;4096;5;0;512;84;141;384;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
399;2;2600;8;15,6;0;6;0;256;41;141;192;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1099;4;1800;8;14;0;5;0;256;50;157;24;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1049;4;1800;8;15,6;4096;7;0;512;42;141;384;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
869;4;1800;8;14;0;7;0;256;45;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1499;4;1800;16;13,3;0;4;0;512;61;165;24;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
599;4;1600;16;15,6;0;6;0;512;41;141;24;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
1149;2;1600;8;13,3;0;2;0;128;49,9;226;24;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1299;4;1800;8;13,3;0;4;0;256;61;165;24;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1299;4;1800;8;13,3;0;4;0;256;61;165;24;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1149;4;1600;8;13,9;0;3;0;256;50;158;24;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
474;4;1600;8;15,6;0;5;0;256;33;141;24;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1
1249;6;2600;16;15,6;4096;7;1000;256;90;141;896;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
1879;2;2800;16;13,3;0;4;0;512;57;165;24;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1499;4;1800;16;13,3;0;4;0;512;43,7;165;24;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1399;4;2400;8;17,3;6144;8;1000;512;60;127;1920;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
1379;2;1600;8;13,3;0;2;0;256;49,9;226;24;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1199;4;2300;8;15,6;6144;8;1000;128;70;141;1920;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
699;4;2100;8;15,6;3072;4;0;512;48;141;640;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1
2289;6;2600;32;17,3;8192;8;0;1024;58,7;127;2304;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1649;2;2800;8;13,3;0;4;0;256;57;165;24;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2579;4;1800;16;14;0;6;0;1000;51;314;24;0;0;1;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1
1149;6;2200;16;17,3;4096;6;1000;128;56;127;768;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
849;4;1600;8;14;0;6;0;256;57;157;24;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
799;4;1600;8;17,3;2048;7;0;512;48;127;384;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
529;2;2200;8;15,6;0;4;1000;0;48;141;24;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
699;4;2400;8;15,6;3072;7;0;512;52,5;141;640;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
1099;4;2400;16;15,6;4096;7;0;512;52,5;141;896;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
799;4;2000;8;15,6;4096;7;1000;128;48;141;1024;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1079;4;1800;8;15,6;0;7;0;256;68;141;24;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
494;4;1600;8;17,3;0;6;1000;0;36;96;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1
2399;6;2600;16;17,3;8192;8;1000;512;70;127;2944;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1799;6;2200;16;17,3;6144;8;1000;256;66;127;1280;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
2099;4;1800;16;14;0;6;0;512;51;157;24;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1
2779;4;1800;16;14;0;6;0;1000;51;314;24;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1
2629;4;1800;16;14;0;6;0;512;51;314;24;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1
2999;8;2300;32;15,6;8192;9;1000;512;69;282;2944;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1349;4;1800;16;15,6;0;7;0;512;68;141;24;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1329;4;1900;16;15,6;0;7;0;512;68;141;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1249;4;1800;16;15,6;0;6;0;512;45;141;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2499;4;1800;16;14;0;6;0;512;51;209;24;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1
1699;6;2600;16;15,6;6144;7;0;512;90;141;1920;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
2279;4;1800;16;14;0;6;0;512;51;157;24;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1
1179;4;1800;8;14;0;6;0;256;45;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2449;4;1800;16;14;0;6;0;512;51;314;24;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1
1279;4;1800;16;14;0;6;0;512;45;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
529;2;2200;8;15,6;0;6;0;256;41;141;24;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2199;6;2900;16;15,6;4096;5;0;512;97;141;768;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
2149;4;2800;24;15,6;8192;7;0;256;50;141;2048;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1399;4;1900;16;14;0;6;0;512;68;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
829;4;2300;16;14;0;7;0;512;45;157;640;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1599;6;2600;16;17,3;6144;8;2000;1000;57;127;1536;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
529;4;2100;8;14;0;7;0;256;45;157;512;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
1899;4;1800;16;15,6;4096;5;0;1000;84;282;384;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
329;2;1800;8;15,6;0;4;1000;0;30;100;12;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
349;2;2600;8;17,3;0;6;0;256;41;106;192;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
1699;6;2200;16;17,3;6144;6;1000;256;60;127;1920;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1049;4;1600;8;13,3;0;4;0;256;52;331;24;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1
869;4;2300;16;15,6;0;7;0;512;45;141;640;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
899;4;2100;8;15,6;4096;4;0;512;48;141;896;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1379;2;1600;8;13,3;0;2;0;256;49,9;226;24;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1369;2;2300;8;13,3;0;3;0;128;54,5;226;48;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
399;2;2100;8;14;0;5;0;256;30;111;24;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
2929;6;2600;16;15,6;4096;6;0;512;80;282;768;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
999;4;2400;8;15,6;4096;6;0;512;52,5;141;896;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1699;6;2200;16;15,6;6144;8;0;512;50;141;1280;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
2999;6;2600;16;15,6;8192;8;0;1000;60;141;2944;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
766;4;1600;8;15,6;2048;6;0;256;68;141;640;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1599;6;2600;16;17,3;8192;9;0;512;70;127;2304;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
499;4;2100;8;15,6;0;6;0;256;41;141;512;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1379;4;1400;8;13,3;0;3;0;128;58,2;226;48;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
2549;6;2600;16;15,4;4096;5;0;256;83,6;220;768;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
899;4;1800;8;17,3;4096;6;1000;128;30;127;384;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
1399;4;1800;16;13,3;0;4;0;256;61;165;24;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1119;6;2600;8;15,6;4096;2;0;512;55;141;896;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1399;6;2200;16;15,6;4096;7;1000;512;70;282;384;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
1249;6;2200;8;17,3;6144;7;1000;0;48;127;1280;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
699;2;2100;8;14;0;5;0;256;41;157;24;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
549;4;2100;8;17,3;0;6;0;256;36;127;512;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
1249;6;2200;16;15,6;6144;6;1000;128;70;141;1280;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1849;6;2200;16;15,6;4096;8;0;256;64;141;512;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
589;4;1600;8;15,6;0;4;1000;256;30;141;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1579;4;1800;16;14;4096;6;0;512;70;157;640;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
569;4;2000;8;15,6;0;5;0;256;30;141;512;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
999;4;2400;16;17,3;4096;6;0;512;45;127;896;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1899;4;1800;16;15,6;2048;5;0;1000;56;282;512;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1699;4;1800;16;15,6;4096;5;0;512;51,5;282;640;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
1799;6;2200;16;17,3;8192;9;1000;256;86;127;2048;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1999;4;1800;16;13,9;0;4;0;1000;60;316;24;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2879;8;2300;16;15,4;4096;5;0;512;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
649;4;1600;8;15,6;2048;6;0;256;36;141;256;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1099;4;1600;16;13,3;0;4;0;512;38;165;24;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1999;6;2200;16;15,6;4096;8;1000;256;90;141;512;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
599;4;2300;8;17,3;0;6;0;256;36;127;640;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
1399;4;2300;8;17,3;6144;6;1000;128;60;127;1920;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
899;4;2400;8;15,6;3072;7;1000;256;52,5;141;640;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1879;6;2600;16;15,6;4096;6;0;256;56;141;512;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
829;4;1600;8;15,6;4096;5;0;256;52;141;640;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
889;4;1800;8;17,3;4096;6;1000;256;30;127;384;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
2399;6;2600;16;15,6;4096;8;0;512;97;141;768;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
2499;6;2900;16;15,6;4096;5;0;512;97;282;768;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1199;6;2200;8;15,6;4096;7;1000;256;70;141;384;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
2499;6;2200;32;15,6;4096;5;0;1000;97;282;768;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1429;4;1800;16;14;0;5;0;512;50;157;24;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
469;2;2300;4;14;0;5;0;128;45;111;12;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2349;4;3100;16;15,6;4096;4;0;512;75;282;1280;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
549;4;2100;8;15,6;0;6;1000;0;37;100;512;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
799;4;1600;16;17,3;2048;6;0;256;41;127;320;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1699;6;2200;16;15,6;6144;8;1000;256;66;141;1280;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1399;6;2200;8;15,6;6144;8;1000;128;60;141;1920;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
