"Preis";"Kerne";"Takt_Prozessor";"Arbeitsspeicher";"Bild_Display";"Speicher_Grafik";"extern_Schnittstellen";"HDD";"SSD";"Akku_Kapazitaet";"PPI_Display";"Pixelshader";"Typ_Arbeitsspeicher_DDR_4";"Laufwerk_VORHANDEN";"Lautsprecher_UEBERDURCHSCHN";"Tastatur_Beleuchtung_vorhanden";"Fingerabdrucksensor_vorhanden";"Touchscreen_vorhanden";"Mobilfunk_vorhanden";"NFC_vorhanden";"Akku_Typ_ION";"Marke_HP";"Marke_ASUS";"Marke_Acer";"Marke_Apple";"Marke_Dell";"Marke_Lenovo";"Betriebssystem_Windows";"Betriebssystem_Mac";"Betriebssystem_DOS";"Betriebssystem_LINUX";"Betriebssystem_OHNE";"Mikrofon_Sound_vorhanden"
1999;4;3100;8;15,6;4096;4;0;512;75;141;1280;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1179;4;1800;8;13,3;0;4;0;256;52;165;24;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1357,03;6;2600;8;15,6;6144;7;1000;512;55;141;1536;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
819;4;2200;8;15,6;0;5;1000;256;52,5;141;640;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2099;4;1800;16;13,3;0;4;0;2000;52;331;24;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1499;6;2200;16;15,6;6144;8;1000;256;57;141;1280;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1179;4;1800;8;13,3;0;4;0;256;48;165;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2179;6;2200;16;15,6;4096;5;0;1000;97;282;768;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1399;6;2200;8;15,6;6144;8;1000;128;60;141;1920;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1779;2;1200;16;13,3;0;3;0;1000;46;276;24;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1199;4;1800;8;17,3;4096;6;1000;256;52;127;384;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1579;6;2500;16;15,6;4096;8;0;512;68;141;384;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1599;2;1500;8;13,3;0;2;0;512;46;276;24;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
769;4;1600;8;14;0;7;0;256;45;157;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
419;2;2600;8;15,6;0;5;0;256;36;141;192;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
519;2;2500;8;15,6;0;4;1000;0;30;141;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
499;4;2100;8;15,6;0;6;0;256;41;141;512;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
899;4;1800;8;14;2048;5;0;512;52,5;157;256;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
599;4;3400;8;17,3;0;7;1000;0;42;127;24;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1049;4;2300;16;13,3;0;4;0;512;53;165;640;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1199;4;1900;8;12,5;0;7;0;256;51;125;24;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1699;6;2600;16;15,6;6144;9;1000;512;69;141;1920;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1599;6;2200;8;15,6;6144;8;1000;128;70;141;1920;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1249;4;1800;8;15,6;4096;7;1000;512;48;141;640;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
779;4;2300;8;15,6;2048;6;1000;0;52,5;141;640;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
2179;6;2600;16;15,6;4096;4;0;512;56;141;768;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1479;4;1800;8;14;0;7;0;256;24;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1799;2;1500;16;13,3;0;4;0;512;28;165;24;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
599;4;1600;8;15,6;0;4;0;256;30;141;24;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1179;6;2200;8;15,6;4096;8;0;256;68;141;384;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
2749;6;2600;16;15,6;4096;6;0;512;80;141;1024;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
2079;4;1800;16;15,6;2048;7;0;1000;57;141;384;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1929;4;1900;16;14;0;5;0;512;60;157;24;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1499;4;1800;8;13,3;0;4;0;256;52;331;24;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
2799;6;2900;32;15,6;4096;6;0;512;95,6;141;512;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
2229;4;1800;16;13,3;0;3;0;1000;52;331;24;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
729;4;2300;8;15,6;2048;6;1000;0;45;141;640;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
1099;4;1800;8;13,3;0;4;0;512;42;165;24;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2549;6;2600;16;15,6;4096;6;0;512;80;141;768;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
1149;4;1800;8;15,6;0;6;0;256;45;141;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1049;4;1800;8;13,3;0;6;0;512;54;165;24;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1449;2;1500;8;13,3;0;3;0;256;46;165;24;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
3279;8;2300;32;15,4;4096;5;0;512;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1729;4;1800;16;13,3;0;4;0;512;51;165;24;1;0;0;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
499;2;2500;8;15,6;0;4;0;256;30;100;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
3849;8;2300;32;15,4;4096;5;0;1024;83,6;220;1280;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1529;4;1800;16;15,6;2048;7;0;256;57;141;384;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
899;4;1800;16;17,3;2048;6;1000;128;41;127;384;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
999;4;1800;8;14;4096;6;0;256;48;157;384;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
2099;6;2600;16;17,3;8192;8;0;512;90;127;2304;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
599;4;1600;8;17,3;0;6;0;256;41;106;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
3179;6;2600;16;17,3;6144;10;0;512;99;127;1792;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
529;4;1600;8;15,6;0;6;0;256;41;141;256;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1
549;4;1600;8;14;0;5;0;256;52,5;157;24;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
799;4;1600;8;15,6;0;5;0;256;67;141;24;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
3079;8;2300;16;15,4;4096;5;0;1024;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1329;4;1600;8;13,3;0;7;0;256;50;165;24;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1699;6;2600;16;15,6;6144;7;0;512;90;141;1920;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
499;2;2300;8;17,3;0;6;0;512;41;106;12;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
849;4;1800;8;15,6;4096;7;0;256;48;141;384;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
474;4;1600;8;15,6;0;4;0;256;30;141;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
1199;4;1800;16;15,6;4096;5;0;512;67;141;384;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
219,9;2;2300;4;15,6;0;5;0;256;30;100;128;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
414;2;2500;8;15,6;0;6;0;256;41;141;192;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
899;4;1800;8;15,6;0;5;0;256;67;141;24;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
549;4;1600;4;15,6;0;7;1000;0;42;141;24;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
853,4;4;1800;8;17,3;4096;6;0;256;41;127;384;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
429;2;2100;8;17,3;0;6;0;256;36;96;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1
749;4;1800;8;15,6;0;4;1000;0;41;141;24;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
599;2;2200;8;17,3;0;6;0;256;41;127;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
939;4;1800;8;15,6;2048;5;1000;256;32;141;384;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
999;4;2200;8;15,6;4096;6;1000;128;56;141;768;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
849;4;1800;8;15,6;0;6;0;256;48;141;24;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
799;4;1800;8;15,6;0;6;0;256;41;141;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
999;4;2400;8;17,3;3072;7;0;512;55;127;640;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1599;4;1400;8;13,3;0;3;0;256;58,2;226;48;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1199;4;2500;8;15,6;4096;5;1000;128;56;141;640;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
579;4;1600;8;15,6;2048;6;0;512;41;141;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
344;2;2300;8;15,6;0;6;0;256;41;141;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1
749;4;1800;8;15,6;0;6;0;256;41;141;24;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
799;4;1800;8;15,6;0;5;0;256;41;141;24;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
799;4;1800;8;15,6;0;6;1000;128;41;141;24;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
899;4;1800;8;15,6;2048;6;1000;128;41;141;384;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
869;4;1800;8;14;0;6;0;256;48;157;24;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1129;4;1600;8;13,3;0;3;0;512;50;165;24;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
999;4;1800;8;13,3;0;4;0;256;53;165;24;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
3199;6;2200;32;15,6;4096;6;0;1000;80;282;768;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1149;2;1600;8;13,3;0;2;0;128;49,9;226;24;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1129;4;1800;16;13,3;0;5;0;512;45;165;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2599;6;2600;32;15,6;8192;9;1000;512;69;141;2944;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
947;4;1600;8;14;2048;5;0;512;48;157;384;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1149;4;1800;8;17,3;4096;7;1000;256;52,5;127;384;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
599;4;2100;8;15,6;0;6;0;256;37;141;512;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
739;4;1600;8;15,6;2048;6;0;256;45;141;24;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1899;4;1800;16;14;4096;7;0;512;24;209;384;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
569;4;1600;8;15,6;2048;6;0;256;41;141;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1649;4;1800;16;13,3;0;4;0;512;60;331;24;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1079;4;1800;16;14;2048;7;0;512;45;157;640;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1099;2;2700;8;12;0;3;0;512;37;216;24;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
3199;6;2600;16;15,6;8192;7;0;512;72;141;2944;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
849;4;1600;8;13,3;0;6;1000;128;45;165;24;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
829;4;2200;8;14;0;5;0;512;45;157;640;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
389,99;2;2300;8;15,6;2048;6;1000;0;41;100;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
739;4;1600;8;15,6;2048;7;1000;128;48;141;384;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
699;4;2300;8;15,6;0;5;0;512;52,5;141;640;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1049;4;1600;8;13,3;0;4;0;256;43,7;165;24;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1189;6;2200;16;15,6;4096;6;1000;256;52,5;141;768;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2149;4;1800;16;14;0;5;0;512;57;157;24;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1
2099;4;2200;16;15,6;4096;5;0;512;97;282;768;1;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1269;4;1600;8;12,5;0;6;0;256;48;176;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
799;4;2300;8;14;0;5;0;512;45;157;640;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2549;6;2200;16;15,6;4096;6;0;512;80;282;768;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1779;6;2200;8;15,6;4096;10;0;256;90;141;512;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
899;4;1600;8;13,3;0;4;0;256;50;165;24;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1199;4;1800;16;15,6;4096;6;0;512;68;141;768;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1329;6;2200;8;15,6;4096;6;0;256;71;141;768;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
499;2;2300;8;15,6;0;5;0;256;30;141;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
1729;4;1800;16;15,6;0;7;0;512;56;141;24;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
3249;6;2900;16;15,6;4096;6;0;512;95,6;282;768;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
2379;4;1800;16;14;0;6;0;512;54;209;24;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1
899;4;1600;8;13,3;0;5;0;256;38;165;24;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
2479;6;2200;16;15,6;4096;6;0;512;95,6;282;512;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
3299;6;2600;16;15,6;4096;8;0;1000;80;282;768;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
3329;6;2600;32;15,6;6144;10;0;512;90;282;1792;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
3599;6;2900;32;15,6;4096;6;0;1000;95,6;282;512;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
2829;4;2200;32;15,6;4096;5;0;1000;97;282;768;1;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
2629;4;1800;16;14;0;5;0;1000;57;209;24;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1
699;4;1600;8;17,3;0;6;1000;128;41;127;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
2299;6;2600;16;15,6;4096;10;0;512;90;141;768;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
413,4;2;2600;8;14;0;6;0;256;41;157;192;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
989;2;1800;8;13,3;0;4;0;128;54;127;48;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1199;4;1800;16;13,3;0;6;0;512;45;165;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1299;4;1800;8;13,3;0;4;0;256;48;165;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2179;4;1800;16;14;0;7;0;1000;57;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2149;4;1800;16;14;2048;6;0;512;50;209;384;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1699;6;2300;16;15,6;4096;7;0;512;70;141;384;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
1799;6;2200;16;15,6;8192;8;1000;256;70;141;2048;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2629;6;2200;16;15,6;4096;6;0;256;80;141;768;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2079;4;1800;16;13,5;4096;3;0;512;37;200;384;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
819;4;2100;16;15,6;0;7;0;512;45;141;512;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1379;6;2200;8;15,6;4096;7;0;256;70;141;384;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
2599;4;3100;16;15,6;4096;4;0;512;75;282;1280;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1729;4;1800;8;15,6;2048;8;0;256;72;141;256;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1
2429;4;1800;16;14;0;6;0;512;54;209;24;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1
1829;4;1800;16;13,3;0;3;0;512;52;331;24;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1549;6;2200;16;15,6;4096;7;0;256;70;141;384;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
2699;6;2200;16;17,3;4096;10;0;512;99;127;768;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
1049;4;1800;8;15,6;2048;8;1000;256;48;141;384;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
3279;6;2900;16;17,3;6144;9;0;512;95,6;127;1792;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
3179;6;2600;32;15,6;6144;10;0;512;90;141;1792;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
2629;6;2600;16;17,3;4096;10;0;512;99;127;384;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
2479;6;2600;16;15,6;4096;8;0;512;80;141;512;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
2129;6;2200;16;15,6;4096;8;0;256;80;141;512;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
2649;6;2600;16;15,6;4096;8;0;512;80;141;768;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
1629;4;1800;8;15,6;0;8;0;256;57;141;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1049;4;1800;8;13,3;0;6;0;256;45;165;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1799;6;2600;16;15,6;4096;7;0;512;70;141;384;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
1829;4;1800;16;13,3;0;6;0;512;50;165;24;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2079;4;1800;16;14;0;7;0;512;57;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
479;2;2300;8;15,6;2048;6;0;512;41;141;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2379;4;1800;16;14;0;6;0;512;54;209;24;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1
2229;6;2200;16;15,6;4096;5;0;512;95,6;141;512;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
2099;6;2200;8;17,3;6144;9;0;256;96;127;1792;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1979;4;1800;16;14;0;6;0;1000;50;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2329;4;1800;16;14;0;7;0;1000;57;209;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1049;4;1800;8;14;0;7;0;256;45;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2079;4;1800;16;14;2048;4;0;512;50;157;512;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
2349;6;2200;16;17,3;4096;9;0;512;95,6;127;768;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
849;4;1600;16;17,3;0;6;0;512;36;127;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1779;4;1800;8;14;0;7;0;256;57;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2229;6;2200;16;15,6;4096;6;0;512;64;141;512;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1
3499;8;2300;32;15,4;4096;5;0;1024;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1949;4;1800;16;14;2048;5;0;512;50;157;512;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
2499;6;2200;16;17,3;4096;9;0;512;95,6;127;512;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
