"Preis";"Kerne";"Takt_Prozessor";"Arbeitsspeicher";"Bild_Display";"Speicher_Grafik";"extern_Schnittstellen";"HDD";"SSD";"Akku_Kapazitaet";"PPI_Display";"Pixelshader";"Typ_Arbeitsspeicher_DDR_4";"Laufwerk_VORHANDEN";"Lautsprecher_UEBERDURCHSCHN";"Tastatur_Beleuchtung_vorhanden";"Fingerabdrucksensor_vorhanden";"Touchscreen_vorhanden";"Mobilfunk_vorhanden";"NFC_vorhanden";"Akku_Typ_ION";"Marke_HP";"Marke_ASUS";"Marke_Acer";"Marke_Apple";"Marke_Dell";"Marke_Lenovo";"Betriebssystem_Windows";"Betriebssystem_Mac";"Betriebssystem_DOS";"Betriebssystem_LINUX";"Betriebssystem_OHNE";"Mikrofon_Sound_vorhanden"
1179;4;1800;8;13,3;0;4;0;512;48;165;24;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1829;4;1800;8;14;0;7;0;256;57;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
550;2;2600;8;15,6;2048;6;0;256;41;141;384;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1929;4;1800;16;14;0;7;0;512;57;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1649;4;1800;8;15,6;2048;6;0;256;50;141;512;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
1829;4;1800;16;15,6;2048;6;0;512;50;141;512;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
2249;6;2600;16;15,6;4096;6;0;512;95,6;141;512;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
2249;4;1800;16;13,3;0;4;0;1000;52;331;24;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1679;4;1800;8;13,3;0;6;0;512;50;165;24;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
629;4;1600;8;15,6;0;8;1000;0;56;141;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1699;6;2200;16;17,3;6144;9;1000;512;86;127;1280;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1299;4;1600;8;14;0;7;0;256;60;157;24;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
2279;6;2600;16;15,6;4096;6;0;512;80;141;768;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
599;2;2600;8;17,3;0;6;0;128;41;127;192;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
429;2;2000;8;15,6;0;6;0;256;33;141;24;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1799;4;1800;16;15,6;4096;5;0;512;84;282;384;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
999;4;1800;8;13,3;0;5;0;256;45;165;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1399;6;2600;16;15,6;6144;9;0;512;69;141;1920;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
649;4;1600;8;13,3;0;4;0;256;53,2;165;24;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
899;4;1800;8;14;2048;5;0;512;52,5;157;256;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
669;4;1600;8;15,6;0;5;0;256;37;141;24;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1849;4;1800;16;15,6;2048;7;0;512;57;141;384;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
649;4;2200;16;15,6;0;7;0;256;42;141;640;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
799;4;1600;8;15,6;2048;5;0;512;52,5;141;384;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
399;2;2500;4;15,6;0;6;1000;0;41;141;192;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
999;4;1800;16;15,6;2048;6;0;512;41;141;384;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
419;2;2500;4;15,6;0;4;0;256;30;141;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
3829;8;2400;32;15,4;4096;5;0;512;83,6;220;1280;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
839;4;1600;8;15,6;4096;6;1000;256;42;141;384;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1799;6;2200;16;15,6;6144;7;0;512;66;141;1920;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1549;4;1600;8;14;0;6;0;256;50;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1329;4;1800;16;14;4096;5;0;512;50;157;384;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
739;2;2700;8;15,6;2048;7;0;512;41;141;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
929;4;1800;8;15,6;2048;7;0;256;45;141;640;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
649;4;1600;8;15,6;0;6;0;256;41;141;24;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2629;6;2600;16;15,4;4096;5;0;512;83,6;220;768;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
679;4;1600;8;15,6;0;3;0;256;42;141;24;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
979;4;1800;8;15,6;0;5;0;256;54;141;24;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
2899;6;2200;16;15,6;8192;8;0;1000;60;141;2944;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
649;4;1600;8;15,6;0;5;1000;0;41;141;24;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
669;4;1600;8;15,6;0;8;0;256;56;141;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
869;4;1800;8;14;0;7;1000;256;48;157;24;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
699;4;1600;8;14;2048;5;0;256;41;111;384;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
349;2;2300;8;17,3;0;6;0;256;41;106;12;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
999;4;1800;16;15,6;0;6;0;512;45;141;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2299;4;1900;16;15,6;2048;7;0;1000;57;282;384;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1499;4;1800;8;14;2048;7;0;256;50;157;384;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2149;4;1900;16;14;2048;7;0;1000;50;157;384;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1599;4;1900;16;14;2048;7;0;512;50;157;384;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2249;4;1900;16;14;2048;7;0;1000;50;209;384;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2079;4;1900;16;15,6;2048;7;0;1000;57;141;384;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
419;2;2300;8;15,6;0;4;0;128;30;141;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
829;4;1600;8;13,3;0;4;0;256;53,2;165;24;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
769;4;1600;8;15,6;4096;7;1000;128;43;141;384;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
449;2;2300;8;17,3;0;6;0;256;41;106;12;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
649;2;2200;8;15,6;0;6;0;1256;41;141;24;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
699;4;1600;8;15,6;0;7;1000;0;45;141;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1399;4;1600;16;13,9;0;3;0;512;50;158;24;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
669;4;1600;8;15,6;4096;6;0;256;42;141;384;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
699;4;2100;8;17,3;0;6;1000;256;41;127;512;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1679;4;1800;16;12,5;0;6;0;512;48;176;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1379;4;1800;8;14;0;7;0;256;24;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
949;4;1800;8;15,6;4096;7;1000;128;42;141;384;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
819;4;1600;16;15,6;0;7;0;512;45;141;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1729;4;1800;16;14;0;7;0;512;50;157;24;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1099;4;2400;8;17,3;6144;9;0;512;70;127;1536;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
2199;6;2200;16;15,6;4096;6;0;512;64;282;512;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1
1499;4;1800;16;15,6;0;5;0;512;54;141;24;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1579;4;1800;8;12,5;0;6;0;256;48;176;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1029;4;2400;8;15,6;4096;2;0;512;55;141;896;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
799;4;1600;8;13,3;0;5;0;256;38;165;24;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1199;4;1800;16;15,6;4096;6;1000;256;48;141;384;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
2249;4;1800;16;14;2048;4;0;512;50;314;512;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
2229;4;1800;32;15,6;2048;5;0;512;50;282;512;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1479;4;1800;16;14;0;5;0;512;36;157;24;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
799;4;1600;8;14;2048;5;0;256;42;157;384;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1549;4;1800;8;13,3;0;5;0;256;51;165;24;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2279;4;1800;16;15,6;2048;5;0;512;50;282;512;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
699;4;2100;8;14;0;7;0;256;45;157;512;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2629;6;2600;16;15,4;4096;5;0;512;83,6;220;768;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
414;2;2000;4;17,3;0;6;0;256;42;106;24;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0
849;4;2100;8;13,3;0;4;0;512;53;165;512;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
679;4;1100;8;11,6;0;5;0;256;48;189;18;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
849;4;1600;8;13,3;0;6;0;256;54;165;24;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
899;4;1600;16;14;0;6;0;512;52,5;157;24;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
769;4;1600;8;15,6;4096;5;0;256;42;141;384;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
649;4;1600;8;15,6;2048;6;0;256;41;141;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
499;2;2500;8;15,6;0;6;1000;0;37;100;192;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
749;4;1600;8;14;0;5;0;256;45;157;24;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
919;2;2500;16;15,6;0;8;0;512;48;141;24;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
999;4;2300;8;15,6;4096;7;0;1128;70;141;768;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
994;4;1800;16;15,6;4096;6;1000;256;41;141;384;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1249;4;1600;8;13,3;0;4;0;256;61;165;24;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
619;2;2100;8;17,3;0;6;0;256;36;127;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
249,9;2;2300;4;15,6;0;4;0;128;30;141;12;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
2079;4;1600;16;14;0;6;0;512;51;157;24;0;0;1;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1
529;2;2000;8;17,3;0;6;0;256;42;106;24;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
1179;4;1600;16;14;0;6;0;512;45;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2199;4;1600;8;14;0;6;0;256;51;209;24;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1
1949;4;1600;8;14;0;6;0;256;51;157;24;0;0;1;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1
1799;4;1600;8;14;0;6;0;256;51;157;24;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
469;2;2300;8;15,6;2048;6;1000;128;41;141;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1079;4;1600;8;14;0;6;0;256;45;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1079;4;1600;16;15,6;0;6;0;512;45;141;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1049;4;1600;8;15,6;0;6;0;256;45;141;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
599;4;1600;8;15,6;0;5;0;256;33;141;24;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
649;4;2000;8;14;0;5;0;256;45;157;512;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
649;4;1600;8;14;0;5;0;256;52,5;157;24;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
1199;4;1600;16;15,6;0;7;0;512;68;141;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
899;4;2200;8;15,6;0;5;0;256;52,5;141;640;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1449;4;1600;8;13,3;0;5;0;256;42;165;24;1;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1149;4;1600;8;14;0;6;0;512;68;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
2499;6;2600;32;17,3;8192;8;1000;512;70;127;2944;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
1279;4;1600;8;13,3;0;6;0;256;60;165;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1429;4;1600;8;13,3;0;6;0;512;60;165;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1549;4;1600;16;13,3;0;6;0;512;60;165;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1279;4;1600;16;14;0;6;0;512;68;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1049;4;1600;8;15,6;0;7;0;512;68;141;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1899;6;2600;16;17,3;8192;8;1000;512;70;127;2304;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
849;4;1600;8;13,3;0;4;0;256;53,2;165;24;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
799;4;2300;8;15,6;2048;6;1000;128;48;141;512;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
2399;6;2200;16;17,3;4096;10;1000;256;99;127;384;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1399;4;1600;16;15,6;4096;5;0;512;67;282;384;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
599;4;1600;8;15,6;0;6;0;256;36,7;100;24;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1829;4;1400;16;13,3;0;3;0;256;58,2;226;48;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
769;4;2100;16;14;0;7;0;512;45;157;512;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
999;4;2000;8;13,3;0;4;0;512;53,2;165;512;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
989;4;1600;8;14;0;6;0;256;68;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1599;2;1600;8;13,3;0;3;0;512;49,9;226;24;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1579;2;1600;16;13,3;0;3;0;256;49,9;226;24;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1399;4;1800;16;13,3;0;6;0;512;50;165;24;1;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
969;4;1600;8;15,6;0;6;0;256;45;141;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1049;4;1800;16;15,6;4096;6;1000;256;42;141;384;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1599;6;2600;16;15,6;4096;7;1000;512;70;141;1536;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0
929;4;1600;8;15,6;0;7;0;256;68;141;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
999;4;1600;8;14;0;6;0;256;45;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
374;2;2300;8;17,3;0;6;0;128;30;106;12;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
599;2;2500;8;14;0;5;0;256;45;111;192;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1899;6;2200;16;15,6;4096;5;0;512;71;141;768;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1149;4;1600;8;13,3;0;4;0;256;52;165;24;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1
1329;4;1800;16;14;0;5;0;512;50;157;24;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
1999;4;1800;16;14;0;4;0;1000;52;314;24;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
799;4;2300;16;15,6;0;4;0;512;41;141;640;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
949;4;2100;8;17,3;4096;6;0;512;64;127;896;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
599;2;2200;4;17,3;0;7;500;0;48;127;24;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
779;4;2300;8;15,6;4096;6;1000;128;56;141;640;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1
1099;4;2400;8;17,3;4096;7;0;512;55;127;896;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
399;4;2100;8;17,3;0;6;0;256;41;106;512;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
1379;2;1600;8;13,3;0;2;0;256;49,9;226;24;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1399;4;1800;8;14;4096;5;0;512;57;157;384;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
3129;6;2600;32;15,6;4096;6;0;1000;64;282;512;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1
3749;8;2300;32;15,4;4096;5;0;1024;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1199;4;1600;8;15,6;4096;5;0;256;67;282;384;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1229;4;1600;8;13,3;0;7;0;256;50;165;24;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
849;4;2300;8;15,6;4096;6;1000;128;56;141;640;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
2429;4;1900;32;15,6;2048;5;0;1000;56;282;512;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2879;6;2200;16;17,3;6144;9;0;512;95,6;127;1792;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
2379;6;2600;16;15,6;4096;6;0;512;95,6;141;768;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1349;4;2300;8;15,6;4096;5;1000;128;56;141;640;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
699;4;2100;8;14;0;5;0;512;45;157;512;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1579;2;2300;8;13,3;0;3;0;256;54,5;226;48;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
699;4;1600;8;15,6;0;5;0;256;41;141;24;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1099;4;1600;16;17,3;2048;6;0;512;52;127;384;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1199;4;1600;8;13,3;0;4;0;256;52;165;24;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1349;2;1300;8;13,3;0;3;0;256;46;165;24;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
1349;4;2300;8;15,6;4096;5;0;256;97;141;640;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
599;4;2100;8;14;0;5;0;256;52,5;157;512;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
3679;8;2400;32;15,4;4096;5;0;1024;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1449;4;1600;8;14;0;7;0;256;57;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2329;4;1600;16;14;0;6;0;512;51;209;24;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1
1699;4;2800;8;15,6;4096;4;0;256;75;141;1280;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1299;4;2500;16;15,6;4096;8;0;256;68;141;384;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1829;2;1600;16;13,3;0;2;0;512;50,3;226;24;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
819;4;1600;8;15,6;0;5;1000;256;41;141;24;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1149;4;1600;16;15,6;0;6;0;512;45;141;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
