"Preis";"Kerne";"Takt_Prozessor";"Arbeitsspeicher";"Bild_Display";"Speicher_Grafik";"extern_Schnittstellen";"HDD";"SSD";"Akku_Kapazitaet";"PPI_Display";"Pixelshader";"Typ_Arbeitsspeicher_DDR_4";"Laufwerk_VORHANDEN";"Lautsprecher_UEBERDURCHSCHN";"Tastatur_Beleuchtung_vorhanden";"Fingerabdrucksensor_vorhanden";"Touchscreen_vorhanden";"Mobilfunk_vorhanden";"NFC_vorhanden";"Akku_Typ_ION";"Marke_HP";"Marke_ASUS";"Marke_Acer";"Marke_Apple";"Marke_Dell";"Marke_Lenovo";"Betriebssystem_Windows";"Betriebssystem_Mac";"Betriebssystem_DOS";"Betriebssystem_LINUX";"Betriebssystem_OHNE";"Mikrofon_Sound_vorhanden"
3099;6;2200;16;15,4;4096;5;0;1024;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1699;4;1600;8;14;0;6;0;256;52;157;24;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1329;4;1700;8;14;0;8;0;256;60;157;24;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1479;4;1600;8;13,3;0;3;0;256;52;165;24;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1099;4;2300;8;15,6;4096;8;0;256;68;141;384;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1329;4;1700;8;13,3;0;6;0;512;60;165;24;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1179;4;1600;8;13,3;0;7;0;512;45;165;24;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1099;4;2300;8;15,6;4096;8;0;256;68;141;384;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
529;2;2300;8;15,6;0;6;0;256;41;141;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
769;4;1600;8;14;0;5;0;128;52,5;157;24;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
999;2;1200;8;13,3;0;3;0;256;46;165;24;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
899;4;1600;8;14;2048;5;0;512;41;157;384;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
699;2;2200;8;14;0;5;0;256;41;157;24;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
399;2;2300;8;15,6;0;4;0;256;30;141;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
689;4;1600;8;17,3;0;6;0;256;36;127;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
779;4;1600;8;17,3;0;6;1000;256;36;127;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
556;2;2200;4;15,6;0;6;0;128;48;141;24;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
519;2;2100;8;17,3;0;6;0;256;36;96;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
819;4;1600;8;15,6;4096;6;0;256;48;141;384;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
699;4;1600;8;15,6;0;6;0;512;36;141;24;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
589;4;1600;8;15,6;0;4;0;512;30;141;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1199;6;2600;16;15,6;6144;7;0;512;52,5;141;1536;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
719;2;2100;8;15,6;0;5;1000;256;41;141;24;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
899;4;1600;16;13,3;0;6;0;512;45;165;24;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
869;4;1600;8;17,3;4096;7;1000;256;42;127;384;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
699;4;2300;8;15,6;0;6;1000;256;41;141;640;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
799;4;2300;8;15,6;0;5;0;512;52,5;141;640;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
919;4;2200;8;15,6;2048;6;0;256;48;141;512;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
979;4;1700;8;12,5;0;6;0;256;60;125;24;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
899;4;1600;8;13,3;0;4;0;256;42;165;24;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
599;4;2100;8;15,6;0;5;0;512;52,5;141;512;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
499;4;2100;8;15,6;0;4;0;256;41;100;384;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
699;4;2300;8;14;0;6;1000;128;41;157;640;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
344;2;1100;4;17,3;0;6;1000;0;41;106;12;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
2549;4;1800;16;14;0;6;0;1000;57;157;24;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1
666;4;2000;8;15,6;0;6;0;256;48;141;512;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
649;2;2200;4;15,6;0;6;1000;128;48;141;24;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
399;2;2400;8;17,3;0;6;0;256;36;106;192;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1
799;4;1600;8;15,6;2048;6;1000;256;45;141;384;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
399;2;2300;8;15,6;0;6;0;256;41;100;12;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2099;4;1800;16;14;0;6;0;512;57;157;24;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
499;2;2100;4;14;0;6;0;128;41;111;24;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
579;2;2200;8;14;0;5;0;256;52,5;157;24;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
699;4;2300;8;15,6;0;4;1000;128;41;141;640;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
639;2;2200;4;17,3;0;7;500;0;48;127;24;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
279;2;2300;4;17,3;0;6;0;256;41;106;128;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
749;4;1600;8;14;0;4;0;256;51,5;157;24;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
769;4;1600;8;15,6;0;6;1000;0;45;141;24;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
749;4;1600;8;15,6;0;6;0;256;48;141;24;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
599;2;2100;8;14;0;6;0;256;41;157;24;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
669,25;2;2200;8;15,6;0;6;0;256;48;141;24;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
699;4;1600;8;15,6;0;5;0;256;52,5;141;24;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
464;2;2300;8;15,6;0;4;0;256;30;141;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
569;2;3100;8;17,3;2048;6;1000;128;41;106;384;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
919;4;1600;8;13,3;0;5;0;256;42;165;24;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
649;4;1600;8;15,6;0;4;1000;0;41;141;24;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
749;4;2100;8;13,3;0;4;0;256;53;165;384;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
699;4;1600;8;15,6;2048;6;1000;128;41;141;384;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
569;2;2300;8;15,6;0;8;0;256;41,8;141;24;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
619;2;2100;8;15,6;0;8;0;256;56;141;24;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
899;4;1600;8;13,3;0;4;0;256;53;165;24;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
2749;4;1600;32;14;0;6;0;1000;50;157;24;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
889;4;1600;8;13,3;0;5;0;256;45;165;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
3049;8;2300;16;15,4;4096;5;0;1024;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
3149;6;2600;32;15,4;4096;5;0;512;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
3149;6;2600;32;15,4;4096;5;0;512;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
719;4;1600;8;15,6;2048;5;0;256;33;141;384;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
599;4;2000;8;15,6;0;6;0;256;37;141;512;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
749;4;1600;8;15,6;2048;6;1000;256;41;141;384;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
599;2;2200;8;15,6;0;5;0;256;41;141;24;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
699;4;1600;8;15,6;0;6;0;256;41;141;24;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
849;4;2200;8;15,6;0;6;0;256;48;141;640;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
599;2;2100;8;15,6;0;5;0;256;41;141;24;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
799;4;1600;8;15,6;0;6;0;256;48;141;24;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
599;2;2100;8;15,6;0;6;1000;128;41;141;24;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
599;2;2200;8;15,6;0;6;0;256;41;141;24;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
999;4;1600;8;17,3;2048;6;1000;128;52;127;384;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
849;4;1600;8;13,3;0;4;0;256;38;165;24;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
504;4;1100;4;14;0;6;0;128;54;157;18;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
679;2;2200;8;14;0;6;0;256;42;157;24;1;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
3049;8;2400;16;15,4;4096;5;0;512;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
819;4;1600;8;14;0;6;1000;0;45;157;24;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1099;2;2500;8;15,6;0;7;0;256;50;141;24;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2929;6;2600;32;15,4;4096;5;0;256;83,6;220;768;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
899;4;1600;8;14;2048;7;1000;256;48;157;384;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
719;4;1600;8;17,3;0;6;1000;256;30;127;24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
639;4;1600;8;14;0;6;0;256;42;157;24;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1579;2;2300;16;13,3;0;3;0;128;54,5;226;48;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
849;4;2000;8;13,3;0;4;0;512;53,2;165;512;1;0;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
1449;4;1600;8;15,6;0;8;0;256;57;141;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1599;4;2300;8;15,6;4096;6;0;256;80;141;768;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1629;4;1800;16;13,3;0;4;0;512;52;331;24;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1
3529;6;2900;32;15,4;4096;5;0;512;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
699;4;2100;8;14;0;6;0;512;48;157;512;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
1949;4;1600;8;14;0;5;0;256;57;157;24;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1
1849;4;1700;8;14;0;6;0;256;56,2;157;24;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
1049;4;1600;8;17,3;4096;7;1000;256;42;127;640;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1699;4;1600;16;13,3;0;6;0;512;50;165;24;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1049;4;1600;16;13,3;0;6;0;512;45;165;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1049;4;1600;8;13,3;0;6;0;256;45;165;24;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1299;4;1600;16;14;0;6;0;512;36;157;24;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1899;4;1600;16;14;0;7;0;512;57;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1049;2;2500;8;12;0;3;0;256;37;216;24;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1729;4;1600;16;14;0;6;0;512;50;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2129;4;1600;8;14;0;6;0;256;54;209;24;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1
3819;6;2600;32;15,4;4096;5;0;1024;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
1449;4;1600;16;15,6;0;7;0;512;56;141;24;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1549;4;2600;16;15,6;4096;6;0;256;95,6;141;512;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
1579;4;1600;8;13,3;0;6;0;256;50;165;24;1;0;0;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1799;4;1600;8;14;0;7;0;256;57;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1199;4;1600;16;13,3;0;6;0;512;45;165;24;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2179;4;2300;16;15,6;4096;6;0;512;80;141;768;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
2079;2;2300;16;13,3;0;3;0;512;54,5;226;48;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
2079;4;1600;8;14;0;7;0;512;57;157;24;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1
1949;4;1600;16;14;0;6;0;256;52;157;24;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1049;4;1600;8;13,3;0;4;0;256;48;165;24;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1329;4;1600;8;13,3;0;5;0;256;51;165;24;1;0;0;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1429;4;1600;8;13,3;0;5;0;256;51;165;24;1;0;0;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1049;4;1600;8;14;0;7;0;512;45;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1649;4;1600;8;14;0;7;0;256;57;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1379;4;1600;8;13,3;0;7;0;256;48;165;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1729;4;1600;16;15,6;0;7;0;512;57;141;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1429;4;1600;8;13,3;0;4;0;512;51;165;24;1;0;0;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1079;4;1600;8;14;0;6;0;256;36;157;24;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1729;4;1600;8;14;0;6;0;256;56,2;157;24;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
1699;4;2300;8;15,6;4096;5;1000;128;56;141;640;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1099;4;2500;8;15,6;4096;7;0;256;70;141;384;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
1329;4;1600;8;13,3;0;6;0;256;50;165;24;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1149;4;1600;8;14;0;5;0;512;36;157;24;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1749;4;1600;8;14;0;7;0;256;57;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1099;4;1600;8;13,3;0;6;0;256;45;165;24;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1649;4;1600;8;14;0;7;0;256;50;157;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
999;4;2400;8;15,6;4096;7;1000;128;90;141;896;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
1879;2;2500;8;13,3;0;4;0;256;57;165;24;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1
999;4;2400;8;15,6;4096;7;1000;128;90;141;896;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
1549;4;2800;8;15,6;4096;4;0;256;75;141;1280;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
1049;4;2300;8;15,6;4096;7;0;256;70;141;384;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
1529;4;1600;8;15,6;0;8;0;256;57;141;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1629;4;1600;16;13,3;0;7;0;512;48;165;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
1479;4;1600;8;13,3;0;7;0;256;48;165;24;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1
999;4;1600;16;13,3;0;5;0;512;45;165;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
669;4;1600;8;15,6;0;8;0;256;50;141;24;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0
934;4;2500;8;15,6;4096;7;0;256;70;141;384;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
719;4;2000;8;13,3;0;4;0;256;53,2;165;192;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
519;2;2300;8;15,6;0;4;1000;128;30;141;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
474;2;2000;8;17,3;0;6;0;256;42;106;24;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0
399;2;2300;4;14;0;6;0;128;48;157;12;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
699;4;2100;8;15,6;0;7;0;256;45;141;512;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
949;4;1800;8;15,6;4096;5;1000;256;52,5;141;384;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1679;4;1600;8;14;0;7;0;256;57;157;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
599;4;2100;8;14;0;6;0;256;41;157;512;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
2999;8;2400;32;17,3;8192;11;0;1024;72;127;2304;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
999;4;2400;8;15,6;3072;7;0;512;55;141;640;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
999;4;1600;16;15,6;4096;5;0;512;67;141;384;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1699;4;1600;16;14;0;6;0;512;56;157;24;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
719;4;1600;8;15,6;0;2;0;256;42;141;24;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
689;4;2100;8;15,6;4096;6;0;512;48;141;1024;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1
2549;6;2600;16;15,4;4096;5;0;256;83,6;220;768;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
619;2;2500;8;15,6;2048;7;0;256;41;141;320;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
3549;8;2400;32;15,4;4096;5;0;512;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
2879;8;2300;16;15,4;4096;5;0;512;83,6;220;1024;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
939;4;1600;8;17,3;2048;6;0;512;36,7;127;384;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
799;4;1600;8;14;2048;6;0;512;52,5;157;384;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
1599;4;1600;16;13,3;0;6;0;512;50;165;24;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
639;2;2500;8;15,6;0;6;0;256;31;141;24;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
749;4;1600;8;14;0;5;0;256;52,5;157;24;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
879;4;1600;8;17,3;0;6;0;512;36,7;127;24;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
669;2;2500;8;15,6;0;5;0;512;33;141;24;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
679;4;1600;8;15,6;0;3;0;256;42;141;24;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
1299;6;2600;16;15,6;3072;6;0;512;56;141;640;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
719;4;1600;8;15,6;0;3;0;256;42;141;24;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
629;2;2100;8;15,6;0;4;0;256;37;141;24;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
888;4;2000;8;15,6;0;5;1000;256;52,5;141;512;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
569;2;2500;8;15,6;0;5;0;256;30;141;24;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
799;4;1600;8;13,3;0;6;1000;0;45;165;24;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
699;4;1600;8;15,6;0;6;1000;256;41;141;24;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1299;4;1600;8;15,6;4096;5;0;256;51,5;141;640;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
919;4;1600;8;14;2048;6;0;256;52;157;24;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
